Date,City,Meteors
2022-07-09,Budapest,0
2022-07-10,Budapest,0
2022-07-11,Budapest,0
2022-07-12,Budapest,0
2022-07-13,Budapest,0
2022-07-14,Budapest,0
2022-07-15,Budapest,0
2022-07-16,Budapest,0
2022-07-17,Budapest,0
2022-07-18,Budapest,0
2022-07-19,Budapest,0
2022-07-20,Budapest,0
2022-07-21,Budapest,13
2022-07-22,Budapest,0
2022-07-23,Budapest,5
2022-07-24,Budapest,0
2022-07-25,Budapest,0
2022-07-26,Budapest,0
2022-07-27,Budapest,12
2022-07-28,Budapest,0
2022-07-29,Budapest,0
2022-07-30,Budapest,0
2022-07-31,Budapest,0
2022-08-01,Budapest,4
2022-08-02,Budapest,0
2022-08-03,Budapest,14
2022-08-04,Budapest,0
2022-08-05,Budapest,0
2022-08-06,Budapest,5
2022-08-07,Budapest,0
2022-08-08,Budapest,0
2022-08-09,Budapest,0
2022-08-10,Budapest,1
2022-08-11,Budapest,0
2022-08-12,Budapest,0
2022-08-13,Budapest,0
2022-08-14,Budapest,0
2022-08-15,Budapest,0
2022-08-16,Budapest,1
2022-08-17,Budapest,3
2022-08-18,Budapest,0
2022-08-19,Budapest,0
2022-08-20,Budapest,0
2022-08-21,Budapest,15
2022-08-22,Budapest,0
2022-08-23,Budapest,0
2022-08-24,Budapest,0
2022-08-25,Budapest,2
2022-08-26,Budapest,0
2022-08-27,Budapest,0
2022-08-28,Budapest,0
2022-08-29,Budapest,0
2022-08-30,Budapest,0
2022-08-31,Budapest,3
2022-09-01,Budapest,0
2022-09-02,Budapest,12
2022-09-03,Budapest,3
2022-09-04,Budapest,0
2022-09-05,Budapest,0
2022-09-06,Budapest,0
2022-09-07,Budapest,0
2022-09-08,Budapest,0
2022-09-09,Budapest,0
2022-09-10,Budapest,0
2022-09-11,Budapest,0
2022-09-12,Budapest,15
2022-09-13,Budapest,0
2022-09-14,Budapest,6
2022-09-15,Budapest,0
2022-09-16,Budapest,0
2022-09-17,Budapest,0
2022-09-18,Budapest,0
2022-09-19,Budapest,0
2022-09-20,Budapest,0
2022-09-21,Budapest,6
2022-09-22,Budapest,0
2022-09-23,Budapest,0
2022-09-24,Budapest,2
2022-09-25,Budapest,0
2022-09-26,Budapest,0
2022-09-27,Budapest,0
2022-09-28,Budapest,0
2022-09-29,Budapest,1
2022-09-30,Budapest,0
2022-10-01,Budapest,11
2022-10-02,Budapest,0
2022-10-03,Budapest,0
2022-10-04,Budapest,0
2022-10-05,Budapest,0
2022-10-06,Budapest,0
2022-10-07,Budapest,0
2022-10-08,Budapest,11
2022-10-09,Budapest,8
2022-10-10,Budapest,0
2022-10-11,Budapest,0
2022-10-12,Budapest,0
2022-10-13,Budapest,0
2022-10-14,Budapest,4
2022-10-15,Budapest,0
2022-10-16,Budapest,0
2022-10-17,Budapest,0
2022-10-18,Budapest,0
2022-10-19,Budapest,0
2022-10-20,Budapest,0
2022-10-21,Budapest,6
2022-10-22,Budapest,0
2022-10-23,Budapest,0
2022-10-24,Budapest,0
2022-10-25,Budapest,0
2022-10-26,Budapest,0
2022-10-27,Budapest,0
2022-10-28,Budapest,0
2022-10-29,Budapest,0
2022-10-30,Budapest,0
2022-10-31,Budapest,0
2022-11-01,Budapest,0
2022-11-02,Budapest,4
2022-11-03,Budapest,0
2022-11-04,Budapest,0
2022-11-05,Budapest,0
2022-11-06,Budapest,0
2022-11-07,Budapest,0
2022-11-08,Budapest,0
2022-11-09,Budapest,4
2022-11-10,Budapest,0
2022-11-11,Budapest,0
2022-11-12,Budapest,0
2022-11-13,Budapest,0
2022-11-14,Budapest,0
2022-11-15,Budapest,0
2022-11-16,Budapest,9
2022-11-17,Budapest,0
2022-11-18,Budapest,0
2022-11-19,Budapest,0
2022-11-20,Budapest,0
2022-11-21,Budapest,0
2022-11-22,Budapest,14
2022-11-23,Budapest,0
2022-11-24,Budapest,0
2022-11-25,Budapest,0
2022-11-26,Budapest,0
2022-11-27,Budapest,0
2022-11-28,Budapest,12
2022-11-29,Budapest,9
2022-11-30,Budapest,0
2022-12-01,Budapest,0
2022-12-02,Budapest,0
2022-12-03,Budapest,0
2022-12-04,Budapest,0
2022-12-05,Budapest,0
2022-12-06,Budapest,0
2022-12-07,Budapest,0
2022-12-08,Budapest,0
2022-12-09,Budapest,0
2022-12-10,Budapest,0
2022-12-11,Budapest,0
2022-12-12,Budapest,1
2022-12-13,Budapest,0
2022-12-14,Budapest,0
2022-12-15,Budapest,0
2022-12-16,Budapest,0
2022-12-17,Budapest,0
2022-12-18,Budapest,0
2022-12-19,Budapest,0
2022-12-20,Budapest,0
2022-12-21,Budapest,0
2022-12-22,Budapest,6
2022-12-23,Budapest,0
2022-12-24,Budapest,0
2022-12-25,Budapest,12
2022-12-26,Budapest,0
2022-12-27,Budapest,0
2022-12-28,Budapest,0
2022-12-29,Budapest,0
2022-12-30,Budapest,7
2022-12-31,Budapest,0
2023-01-01,Budapest,0
2023-01-02,Budapest,0
2023-01-03,Budapest,0
2023-01-04,Budapest,0
2023-01-05,Budapest,0
2023-01-06,Budapest,0
2023-01-07,Budapest,0
2023-01-08,Budapest,15
2023-01-09,Budapest,0
2023-01-10,Budapest,0
2023-01-11,Budapest,0
2023-01-12,Budapest,15
2023-01-13,Budapest,0
2023-01-14,Budapest,0
2023-01-15,Budapest,0
2023-01-16,Budapest,0
2023-01-17,Budapest,0
2023-01-18,Budapest,12
2023-01-19,Budapest,0
2023-01-20,Budapest,12
2023-01-21,Budapest,0
2023-01-22,Budapest,0
2023-01-23,Budapest,0
2023-01-24,Budapest,0
2023-01-25,Budapest,0
2023-01-26,Budapest,0
2023-01-27,Budapest,0
2023-01-28,Budapest,0
2023-01-29,Budapest,0
2023-01-30,Budapest,0
2023-01-31,Budapest,0
2022-04-01,Prague,3
2022-04-02,Prague,0
2022-04-03,Prague,0
2022-04-04,Prague,0
2022-04-05,Prague,0
2022-04-06,Prague,0
2022-04-07,Prague,0
2022-04-08,Prague,7
2022-04-09,Prague,0
2022-04-10,Prague,0
2022-04-11,Prague,0
2022-04-12,Prague,14
2022-04-13,Prague,0
2022-04-14,Prague,0
2022-04-15,Prague,0
2022-04-16,Prague,0
2022-04-17,Prague,0
2022-04-18,Prague,0
2022-04-19,Prague,0
2022-04-20,Prague,0
2022-04-21,Prague,3
2022-04-22,Prague,0
2022-04-23,Prague,0
2022-04-24,Prague,0
2022-04-25,Prague,15
2022-04-26,Prague,6
2022-04-27,Prague,13
2022-04-28,Prague,0
2022-04-29,Prague,0
2022-04-30,Prague,0
2022-05-01,Prague,0
2022-05-02,Prague,10
2022-05-03,Prague,0
2022-05-04,Prague,0
2022-05-05,Prague,0
2022-05-06,Prague,9
2022-05-07,Prague,0
2022-05-08,Prague,0
2022-05-09,Prague,0
2022-05-10,Prague,0
2022-05-11,Prague,0
2022-05-12,Prague,0
2022-05-13,Prague,0
2022-05-14,Prague,0
2022-05-15,Prague,0
2022-05-16,Prague,0
2022-05-17,Prague,0
2022-05-18,Prague,0
2022-05-19,Prague,0
2022-05-20,Prague,0
2022-05-21,Prague,0
2022-05-22,Prague,0
2022-05-23,Prague,0
2022-05-24,Prague,0
2022-05-25,Prague,0
2022-05-26,Prague,5
2022-05-27,Prague,0
2022-05-28,Prague,0
2022-05-29,Prague,0
2022-05-30,Prague,4
2022-05-31,Prague,14
2022-06-01,Prague,4
2022-06-02,Prague,0
2022-06-03,Prague,0
2022-06-04,Prague,0
2022-06-05,Prague,0
2022-06-06,Prague,0
2022-06-07,Prague,0
2022-06-08,Prague,0
2022-06-09,Prague,8
2022-06-10,Prague,0
2022-06-11,Prague,0
2022-06-12,Prague,0
2022-06-13,Prague,0
2022-06-14,Prague,0
2022-06-15,Prague,0
2022-06-16,Prague,0
2022-06-17,Prague,0
2022-06-18,Prague,0
2022-06-19,Prague,0
2022-06-20,Prague,0
2022-06-21,Prague,0
2022-06-22,Prague,0
2022-06-23,Prague,7
2022-06-24,Prague,5
2022-06-25,Prague,4
2022-06-26,Prague,0
2022-06-27,Prague,0
2022-06-28,Prague,10
2022-06-29,Prague,0
2022-06-30,Prague,0
2022-07-01,Prague,10
2022-07-02,Prague,0
2022-07-03,Prague,0
2022-07-04,Prague,0
2022-07-05,Prague,3
2022-07-06,Prague,0
2022-07-07,Prague,0
2022-07-08,Prague,0
2022-07-09,Prague,0
2022-07-10,Prague,4
2022-07-11,Prague,0
2022-07-12,Prague,0
2022-07-13,Prague,0
2022-07-14,Prague,0
2022-07-15,Prague,0
2022-07-16,Prague,0
2022-07-17,Prague,0
2022-07-18,Prague,0
2022-07-19,Prague,0
2022-07-20,Prague,0
2022-07-21,Prague,0
2022-07-22,Prague,0
2022-07-23,Prague,0
2022-07-24,Prague,0
2022-07-25,Prague,0
2022-07-26,Prague,0
2022-07-27,Prague,0
2022-07-28,Prague,0
2022-07-29,Prague,0
2022-07-30,Prague,0
2022-07-31,Prague,0
2022-08-01,Prague,0
2022-08-02,Prague,0
2022-08-03,Prague,0
2022-08-04,Prague,0
2022-08-05,Prague,0
2022-08-06,Prague,0
2022-08-07,Prague,0
2022-08-08,Prague,0
2022-08-09,Prague,0
2022-08-10,Prague,0
2022-08-11,Prague,14
2022-08-12,Prague,0
2022-08-13,Prague,12
2022-08-14,Prague,0
2022-08-15,Prague,0
2022-08-16,Prague,0
2022-08-17,Prague,0
2022-08-18,Prague,13
2022-08-19,Prague,5
2022-08-20,Prague,0
2022-08-21,Prague,0
2022-08-22,Prague,0
2022-08-23,Prague,7
2022-08-24,Prague,0
2022-08-25,Prague,0
2022-08-26,Prague,0
2022-08-27,Prague,0
2022-08-28,Prague,0
2022-08-29,Prague,0
2022-08-30,Prague,0
2022-08-31,Prague,0
2022-09-01,Prague,0
2022-09-02,Prague,0
2022-09-03,Prague,12
2022-09-04,Prague,0
2022-09-05,Prague,0
2022-09-06,Prague,0
2022-09-07,Prague,0
2022-09-08,Prague,0
2022-09-09,Prague,0
2022-09-10,Prague,14
2022-09-11,Prague,6
2022-09-12,Prague,3
2022-09-13,Prague,9
2022-09-14,Prague,0
2022-09-15,Prague,0
2022-09-16,Prague,0
2022-09-17,Prague,0
2022-09-18,Prague,0
2022-09-19,Prague,12
2022-09-20,Prague,0
2022-09-21,Prague,0
2022-09-22,Prague,0
2022-09-23,Prague,0
2022-09-24,Prague,0
2022-09-25,Prague,0
2022-09-26,Prague,4
2022-09-27,Prague,0
2022-09-28,Prague,4
2022-09-29,Prague,0
2022-09-30,Prague,0
2022-10-01,Prague,0
2022-10-02,Prague,3
2022-10-03,Prague,12
2022-10-04,Prague,0
2022-10-05,Prague,0
2022-10-06,Prague,0
2022-10-07,Prague,0
2022-10-08,Prague,0
2022-10-09,Prague,0
2022-10-10,Prague,0
2022-10-11,Prague,0
2022-10-12,Prague,2
2022-10-13,Prague,0
2022-10-14,Prague,0
2022-10-15,Prague,0
2022-10-16,Prague,14
2022-10-17,Prague,5
2022-10-18,Prague,0
2022-10-19,Prague,0
2022-10-20,Prague,0
2022-10-21,Prague,0
2022-10-22,Prague,0
2022-10-23,Prague,0
2022-10-24,Prague,0
2022-10-25,Prague,0
2022-10-26,Prague,0
2022-10-27,Prague,0
2022-10-28,Prague,0
2022-10-29,Prague,0
2022-10-30,Prague,0
2022-10-31,Prague,0
2022-11-01,Prague,7
2022-11-02,Prague,12
2022-11-03,Prague,0
2022-11-04,Prague,15
2022-11-05,Prague,0
2022-11-06,Prague,0
2022-11-07,Prague,0
2022-11-08,Prague,0
2022-11-09,Prague,0
2022-11-10,Prague,0
2022-11-11,Prague,0
2022-11-12,Prague,10
2022-11-13,Prague,0
2022-11-14,Prague,7
2022-11-15,Prague,0
2022-11-16,Prague,5
2022-11-17,Prague,0
2022-11-18,Prague,0
2022-11-19,Prague,0
2022-11-20,Prague,8
2022-11-21,Prague,0
2022-11-22,Prague,0
2022-11-23,Prague,0
2022-11-24,Prague,0
2022-11-25,Prague,12
2022-11-26,Prague,0
2022-11-27,Prague,0
2022-11-28,Prague,0
2022-11-29,Prague,0
2022-11-30,Prague,0
2022-12-01,Prague,0
2022-12-02,Prague,10
2022-12-03,Prague,0
2022-12-04,Prague,0
2022-12-05,Prague,0
2022-12-06,Prague,0
2022-12-07,Prague,0
2022-12-08,Prague,2
2022-12-09,Prague,0
2022-12-10,Prague,0
2022-12-11,Prague,0
2022-12-12,Prague,0
2022-12-13,Prague,0
2022-12-14,Prague,0
2022-12-15,Prague,0
2022-12-16,Prague,13
2022-12-17,Prague,10
2022-12-18,Prague,0
2022-12-19,Prague,8
2022-12-20,Prague,0
2022-12-21,Prague,0
2022-12-22,Prague,0
2022-12-23,Prague,0
2022-12-24,Prague,11
2022-12-25,Prague,0
2022-12-26,Prague,10
2022-12-27,Prague,0
2022-12-28,Prague,13
2022-12-29,Prague,0
2022-12-30,Prague,0
2022-12-31,Prague,0
2023-01-01,Prague,0
2023-01-02,Prague,0
2023-01-03,Prague,0
2023-01-04,Prague,9
2023-01-05,Prague,14
2023-01-06,Prague,12
2023-01-07,Prague,3
2023-01-08,Prague,0
2023-01-09,Prague,2
2023-01-10,Prague,4
2023-01-11,Prague,0
2023-01-12,Prague,0
2023-01-13,Prague,0
2023-01-14,Prague,0
2023-01-15,Prague,0
2023-01-16,Prague,0
2023-01-17,Prague,0
2023-01-18,Prague,0
2023-01-19,Prague,0
2023-01-20,Prague,0
2023-01-21,Prague,0
2023-01-22,Prague,12
2023-01-23,Prague,0
2023-01-24,Prague,0
2023-01-25,Prague,0
2023-01-26,Prague,0
2023-01-27,Prague,4
2023-01-28,Prague,0
2023-01-29,Prague,0
2023-01-30,Prague,0
2023-01-31,Prague,1
2022-04-01,Paris,0
2022-04-02,Paris,0
2022-04-03,Paris,0
2022-04-04,Paris,0
2022-04-05,Paris,0
2022-04-06,Paris,0
2022-04-07,Paris,0
2022-04-08,Paris,0
2022-04-09,Paris,7
2022-04-10,Paris,0
2022-04-11,Paris,0
2022-04-12,Paris,0
2022-04-13,Paris,7
2022-04-14,Paris,1
2022-04-15,Paris,0
2022-04-16,Paris,0
2022-04-17,Paris,0
2022-04-18,Paris,0
2022-04-19,Paris,0
2022-04-20,Paris,0
2022-04-21,Paris,1
2022-04-22,Paris,0
2022-04-23,Paris,14
2022-04-24,Paris,14
2022-04-25,Paris,0
2022-04-26,Paris,7
2022-04-27,Paris,0
2022-04-28,Paris,0
2022-04-29,Paris,6
2022-04-30,Paris,0
2022-05-01,Paris,4
2022-05-02,Paris,0
2022-05-03,Paris,0
2022-05-04,Paris,0
2022-05-05,Paris,3
2022-05-06,Paris,0
2022-05-07,Paris,0
2022-05-08,Paris,6
2022-05-09,Paris,9
2022-05-10,Paris,0
2022-05-11,Paris,0
2022-05-12,Paris,0
2022-05-13,Paris,0
2022-05-14,Paris,0
2022-05-15,Paris,0
2022-05-16,Paris,0
2022-05-17,Paris,0
2022-05-18,Paris,5
2022-05-19,Paris,0
2022-05-20,Paris,0
2022-05-21,Paris,0
2022-05-22,Paris,0
2022-05-23,Paris,0
2022-05-24,Paris,0
2022-05-25,Paris,6
2022-05-26,Paris,3
2022-05-27,Paris,0
2022-05-28,Paris,0
2022-05-29,Paris,0
2022-05-30,Paris,0
2022-05-31,Paris,0
2022-06-01,Paris,0
2022-06-02,Paris,0
2022-06-03,Paris,0
2022-06-04,Paris,0
2022-06-05,Paris,0
2022-06-06,Paris,0
2022-06-07,Paris,0
2022-06-08,Paris,0
2022-06-09,Paris,0
2022-06-10,Paris,0
2022-06-11,Paris,0
2022-06-12,Paris,0
2022-06-13,Paris,0
2022-06-14,Paris,0
2022-06-15,Paris,0
2022-06-16,Paris,0
2022-06-17,Paris,0
2022-06-18,Paris,0
2022-06-19,Paris,0
2022-06-20,Paris,0
2022-06-21,Paris,0
2022-06-22,Paris,0
2022-06-23,Paris,15
2022-06-24,Paris,11
2022-06-25,Paris,6
2022-06-26,Paris,0
2022-06-27,Paris,0
2022-06-28,Paris,0
2022-06-29,Paris,0
2022-06-30,Paris,0
2022-07-01,Paris,0
2022-07-02,Paris,0
2022-07-03,Paris,11
2022-07-04,Paris,0
2022-07-05,Paris,0
2022-07-06,Paris,0
2022-07-07,Paris,0
2022-07-08,Paris,12
2022-07-09,Paris,0
2022-07-10,Paris,12
2022-07-11,Paris,0
2022-07-12,Paris,0
2022-07-13,Paris,0
2022-07-14,Paris,0
2022-07-15,Paris,0
2022-07-16,Paris,3
2022-07-17,Paris,15
2022-07-18,Paris,0
2022-07-19,Paris,0
2022-07-20,Paris,0
2022-07-21,Paris,0
2022-07-22,Paris,0
2022-07-23,Paris,0
2022-07-24,Paris,0
2022-07-25,Paris,0
2022-07-26,Paris,0
2022-07-27,Paris,13
2022-07-28,Paris,0
2022-07-29,Paris,0
2022-07-30,Paris,0
2022-07-31,Paris,11
2022-08-01,Paris,0
2022-08-02,Paris,0
2022-08-03,Paris,0
2022-08-04,Paris,7
2022-08-05,Paris,3
2022-08-06,Paris,0
2022-08-07,Paris,4
2022-08-08,Paris,0
2022-08-09,Paris,0
2022-08-10,Paris,0
2022-08-11,Paris,4
2022-08-12,Paris,0
2022-08-13,Paris,0
2022-08-14,Paris,0
2022-08-15,Paris,0
2022-08-16,Paris,0
2022-08-17,Paris,0
2022-08-18,Paris,0
2022-08-19,Paris,14
2022-08-20,Paris,12
2022-08-21,Paris,0
2022-08-22,Paris,7
2022-08-23,Paris,0
2022-08-24,Paris,12
2022-08-25,Paris,0
2022-08-26,Paris,0
2022-08-27,Paris,0
2022-08-28,Paris,13
2022-08-29,Paris,0
2022-08-30,Paris,0
2022-08-31,Paris,0
2022-09-01,Paris,0
2022-09-02,Paris,0
2022-09-03,Paris,0
2022-09-04,Paris,0
2022-09-05,Paris,0
2022-09-06,Paris,0
2022-09-07,Paris,10
2022-09-08,Paris,0
2022-09-09,Paris,0
2022-09-10,Paris,0
2022-09-11,Paris,0
2022-09-12,Paris,0
2022-09-13,Paris,0
2022-09-14,Paris,0
2022-09-15,Paris,13
2022-09-16,Paris,11
2022-09-17,Paris,0
2022-09-18,Paris,14
2022-09-19,Paris,0
2022-09-20,Paris,0
2022-09-21,Paris,0
2022-09-22,Paris,0
2022-09-23,Paris,14
2022-09-24,Paris,0
2022-09-25,Paris,4
2022-09-26,Paris,0
2022-09-27,Paris,0
2022-09-28,Paris,0
2022-09-29,Paris,0
2022-09-30,Paris,0
2022-10-01,Paris,0
2022-10-02,Paris,0
2022-10-03,Paris,0
2022-10-04,Paris,0
2022-10-05,Paris,0
2022-10-06,Paris,0
2022-10-07,Paris,0
2022-10-08,Paris,0
2022-10-09,Paris,0
2022-10-10,Paris,0
2022-10-11,Paris,0
2022-10-12,Paris,0
2022-10-13,Paris,0
2022-10-14,Paris,0
2022-10-15,Paris,0
2022-10-16,Paris,4
2022-10-17,Paris,0
2022-10-18,Paris,2
2022-10-19,Paris,5
2022-10-20,Paris,0
2022-10-21,Paris,9
2022-10-22,Paris,0
2022-10-23,Paris,0
2022-10-24,Paris,0
2022-10-25,Paris,0
2022-10-26,Paris,0
2022-10-27,Paris,0
2022-10-28,Paris,0
2022-10-29,Paris,0
2022-10-30,Paris,0
2022-10-31,Paris,0
2022-11-01,Paris,0
2022-11-02,Paris,0
2022-11-03,Paris,12
2022-11-04,Paris,0
2022-11-05,Paris,0
2022-11-06,Paris,0
2022-11-07,Paris,3
2022-11-08,Paris,0
2022-11-09,Paris,0
2022-11-10,Paris,0
2022-11-11,Paris,1
2022-11-12,Paris,0
2022-11-13,Paris,0
2022-11-14,Paris,0
2022-11-15,Paris,0
2022-11-16,Paris,0
2022-11-17,Paris,0
2022-11-18,Paris,0
2022-11-19,Paris,0
2022-11-20,Paris,4
2022-11-21,Paris,12
2022-11-22,Paris,0
2022-11-23,Paris,0
2022-11-24,Paris,14
2022-11-25,Paris,0
2022-11-26,Paris,0
2022-11-27,Paris,12
2022-11-28,Paris,0
2022-11-29,Paris,0
2022-11-30,Paris,0
2022-12-01,Paris,0
2022-12-02,Paris,0
2022-12-03,Paris,0
2022-12-04,Paris,0
2022-12-05,Paris,7
2022-12-06,Paris,0
2022-12-07,Paris,0
2022-12-08,Paris,0
2022-12-09,Paris,0
2022-12-10,Paris,11
2022-12-11,Paris,0
2022-12-12,Paris,0
2022-12-13,Paris,14
2022-12-14,Paris,0
2022-12-15,Paris,0
2022-12-16,Paris,0
2022-12-17,Paris,0
2022-12-18,Paris,0
2022-12-19,Paris,4
2022-12-20,Paris,0
2022-12-21,Paris,8
2022-12-22,Paris,0
2022-12-23,Paris,0
2022-12-24,Paris,0
2022-12-25,Paris,9
2022-12-26,Paris,6
2022-12-27,Paris,0
2022-12-28,Paris,0
2022-12-29,Paris,0
2022-12-30,Paris,0
2022-12-31,Paris,0
2023-01-01,Paris,0
2023-01-02,Paris,0
2023-01-03,Paris,0
2023-01-04,Paris,0
2023-01-05,Paris,3
2023-01-06,Paris,8
2023-01-07,Paris,0
2023-01-08,Paris,0
2023-01-09,Paris,0
2023-01-10,Paris,0
2023-01-11,Paris,0
2023-01-12,Paris,0
2023-01-13,Paris,13
2023-01-14,Paris,4
2023-01-15,Paris,0
2023-01-16,Paris,0
2023-01-17,Paris,0
2023-01-18,Paris,0
2023-01-19,Paris,0
2023-01-20,Paris,2
2023-01-21,Paris,0
2023-01-22,Paris,0
2023-01-23,Paris,0
2023-01-24,Paris,0
2023-01-25,Paris,0
2023-01-26,Paris,4
2023-01-27,Paris,14
2023-01-28,Paris,0
2023-01-29,Paris,0
2023-01-30,Paris,0
2023-01-31,Paris,1
